Period,Date High,High (Rs.),Date Low (Rs.),Low (Rs.),Close (Rs.),Trade Vol,Share Vol,Turnover (Rs.),Last Traded Date,Days Traded
2016-28,12/7/16,1049,14/07/2016,980,988.9,57,16675,17107390.2,15-07-2016,5
2016-27,4/7/16,1050,4/7/16,1000,1043.1,12,235,245120.4,4/7/16,1
2016-26,27/06/2016,1097.5,29/06/2016,1000,1050,29,16408,17229319.7,1/7/16,5
2016-25,22/06/2016,1100,22/06/2016,1005,1098.9,26,3308,3624911.4,24-06-2016,5
2016-24,15/06/2016,1120,14/06/2016,1114,1114.8,9,14928,16642921,15-06-2016,3
2016-23,10/6/16,1134.5,7/6/16,1100,1115,27,32877,36675820.5,10/6/16,5
2016-22,31/05/2016,1129.9,3/6/16,1100,1115,47,85122,94853981.2,3/6/16,5
2016-21,27/05/2016,1120,24/05/2016,1070,1119.9,72,27586,30366780.1,27-05-2016,3
2016-20,18/05/2016,1140,19/05/2016,1050,1100,40,207165,232571299.1,20-05-2016,5
2016-19,12/5/16,1125.1,10/5/16,1085,1125,57,66605,73351501.9,13-05-2016,5
2016-18,3/5/16,1097.5,5/5/16,1040,1091,24,1473,1605455,6/5/16,4
2016-17,29/04/2016,1094.9,27/04/2016,1048,1078.4,73,19123,20128153,29-04-2016,5
2016-16,22/04/2016,1075,18/04/2016,1005,1053.9,49,6047,6315282.7,22-04-2016,4
2016-15,15/04/2016,1050,12/4/16,1005,1040,8,1128,1172451,15-04-2016,2
2016-14,8/4/16,1013,4/4/16,1002,1005.2,16,705,708591,8/4/16,5
2016-13,31/03/2016,1012.5,30/03/2016,1001.5,1005.1,55,11356,11431003,1/4/16,5
12/1/16,24/03/2016,1009.8,21/03/2016,1000,1005.7,15,1338,1339974.6,24-03-2016,3
11/1/16,15/03/2016,1008,16/03/2016,985,1000,36,11644,11643361,18-03-2016,5
10/1/16,11/3/16,1010,9/3/16,950,1000.8,85,546732,546716161.7,11/3/16,4
9/1/16,4/3/16,1015,2/3/16,970,1000.2,45,16194,16100874.7,4/3/16,5
8/1/16,23/02/2016,1001,26/02/2016,999.9,999.9,33,82482,82481943,26-02-2016,4
7/1/16,15/02/2016,1042,15/02/2016,998,1024.1,66,15641,15772713.9,19-02-2016,5
6/1/16,9/2/16,990,9/2/16,970.1,984.9,18,6795,6710525,12/2/16,5
5/1/16,2/2/16,1000,2/2/16,970,999.6,69,85127,85108938.1,3/2/16,3
4/1/16,28/01/2016,978.5,26/01/2016,967,973,26,42755,41575570.9,28-01-2016,4
3/1/16,19/01/2016,979.6,18/01/2016,960,967,42,99384,96017890,22-01-2016,5
2/1/16,14/01/2016,975,14/01/2016,950,950.1,47,66122,64081473.8,14-01-2016,4
1/1/16,5/1/16,995,6/1/16,970,970,10,4440,4327085,6/1/16,2
2015-53,30/12/2015,1000,29/12/2015,956,992.5,32,3969,3896386.6,31-12-2015,4
2015-52,21/12/2015,977,22/12/2015,975,975,11,1021,995495,22-12-2015,2
2015-51,14/12/2015,990,14/12/2015,974.5,980,7,22,21507.5,17-12-2015,2
2015-50,8/12/15,980,8/12/15,975,980,6,1229,1204385,8/12/15,2
2015-49,3/12/15,1000,2/12/15,985,999.1,60,386206,386834510.8,4/12/15,5
2015-48,24/11/2015,999,27/11/2015,975,980.2,43,125720,124658026.9,27-11-2015,4
2015-47,20/11/2015,990,16/11/2015,981,986.7,45,37925,37367346.8,20-11-2015,5
2015-46,13/11/2015,986,9/11/15,980.1,986,59,80802,79476030,13-11-2015,4
2015-45,6/11/15,980,6/11/15,960,980,35,44410,43484136.7,6/11/15,4
