Period,Date High,High (Rs.),Date Low (Rs.),Low (Rs.),Close (Rs.),Trade Vol,Share Vol,Turnover (Rs.),Last Traded Date,Days Traded
5/1/16,2/2/16,131,1/2/16,127.5,129.2,313,979759,127286469.2,5/2/16,4
4/1/16,25/01/2016,131.5,29/01/2016,127,127.1,423,582701,74147297.2,29-01-2016,5
3/1/16,22/01/2016,133,20/01/2016,125,130,582,1010546,129048839,22-01-2016,5
2/1/16,11/1/16,139.5,14/01/2016,129.8,130,550,5652343,767696847.1,14-01-2016,4
1/1/16,4/1/16,142,5/1/16,138.5,139.3,422,4173821,582666799.4,8/1/16,5
2015-53,28/12/2015,142,31/12/2015,139.9,140.2,566,2105678,294893667.5,31-12-2015,4
2015-52,22/12/2015,142,23/12/2015,141.5,141.5,177,393728,55853379.4,23-12-2015,3
2015-51,16/12/2015,144,14/12/2015,141.2,141.9,300,3105916,441035922.9,18-12-2015,5
2015-50,11/12/15,142.4,9/12/15,139.9,141.5,560,5445898,768829936.9,11/12/15,5
2015-49,30/11/2015,145,2/12/15,140,141.5,740,1792718,252975268.8,4/12/15,5
2015-48,23/11/2015,152,27/11/2015,145,145,577,1721849,250921963.9,27-11-2015,4
2015-47,16/11/2015,155,16/11/2015,150,151.5,323,801440,120276169.1,20-11-2015,5
2015-46,9/11/15,156,13/11/2015,151,153,259,1302073,201298861.9,13-11-2015,4
2015-45,6/11/15,160,5/11/15,155.5,156,207,1455766,227163402.8,6/11/15,5
